,seed,r_tstart,r_tend,trial,match,stimulus,target,similarity,choice,rule,rule_seq_id,correct,n_categories,error,p_error,p_response,fail_shift
0,94,0.2,0.5,1,C,Y-SQ-ONE,1,0.9999999999999972,4,S,22,X,0,1,0,0,0
1,94,0.8,1.1,2,C,B-SQ-ONE,1,0.9999999999999968,2,S,22,X,0,1,1,0,0
2,94,1.4,1.7,3,C,R-CR-TWO,2,0.999999999999971,1,S,22,X,0,1,1,0,0
3,94,2.0,2.3,4,N,R-CR-THREE,2,0.9999999999999972,3,S,22,X,0,1,0,0,0
4,94,2.6,2.9,5,N,B-ST-ONE,4,0.999999999999997,1,S,22,X,0,1,1,0,0
5,94,3.21,3.51,6,CS,Y-ST-ONE,4,0.999999999999942,4,S,22,1,0,0,0,0,0
6,94,3.81,4.11,7,CS,B-CR-ONE,2,0.9999999999999442,2,S,22,2,0,0,0,0,0
7,94,4.41,4.71,8,SN,R-TR-THREE,3,0.9999999999999398,3,S,22,3,0,0,0,0,0
8,94,5.01,5.31,9,SN,Y-TR-THREE,3,0.9999999999999535,3,S,22,4,0,0,0,0,0
9,94,5.61,5.91,10,S,R-CR-ONE,2,0.99999999999995,2,S,22,5,0,0,0,0,0
10,94,6.21,6.51,11,S,B-TR-FOUR,3,0.999999999999941,3,S,22,6,0,0,0,0,0
11,94,6.81,7.11,12,CS,B-CR-FOUR,2,0.999999999999934,2,S,22,7,0,0,0,0,0
12,94,7.41,7.71,13,S,G-ST-THREE,4,0.9999999999999448,4,S,22,8,0,0,0,0,0
13,94,8.01,8.31,14,SN,G-ST-FOUR,4,0.999999999999937,4,S,22,9,0,0,0,0,0
14,94,8.61,8.91,15,S,G-SQ-TWO,1,0.9999999999999393,1,S,22,10,0,0,0,0,0
15,94,9.22,9.52,16,SN,B-TR-THREE,3,0.9999999999999506,3,N,22,1,1,0,0,0,0
16,94,9.82,10.12,17,S,Y-SQ-FOUR,4,0.9999999999999974,1,N,22,X,1,1,1,1,0
17,94,10.42,10.72,18,C,B-SQ-FOUR,4,0.9999999999999971,2,N,22,X,1,1,0,0,0
18,94,11.02,11.32,19,CS,G-TR-FOUR,4,0.9999999999999973,3,N,22,X,1,1,1,1,0
19,94,11.62,11.92,20,N,G-ST-TWO,2,0.9999999999999274,2,N,22,1,1,0,0,0,0
20,94,12.22,12.52,21,N,B-SQ-THREE,3,0.9999999999999285,3,N,22,2,1,0,0,0,0
21,94,12.82,13.12,22,N,R-TR-TWO,2,0.9999999999999571,2,N,22,3,1,0,0,0,0
22,94,13.42,13.72,23,N,R-ST-TWO,2,0.9999999999999267,2,N,22,4,1,0,0,0,0
23,94,14.02,14.32,24,CN,Y-TR-FOUR,4,0.9999999999999468,4,N,22,5,1,0,0,0,0
24,94,14.62,14.92,25,CSN,R-SQ-ONE,1,0.9999999999999164,1,N,22,6,1,0,0,0,0
25,94,15.22,15.52,26,N,Y-SQ-TWO,2,0.9999999999999406,2,N,22,7,1,0,0,0,0
26,94,15.83,16.13,27,CSN,Y-ST-FOUR,4,0.9999999999999959,4,N,22,8,1,0,0,0,0
27,94,16.43,16.73,28,CN,B-TR-TWO,2,0.9999999999999382,2,N,22,9,1,0,0,0,0
28,94,17.03,17.33,29,C,Y-CR-TWO,2,0.9999999999999771,4,N,22,X,1,1,1,0,1
29,94,17.63,17.93,30,N,G-ST-ONE,1,0.9999999999999372,1,N,22,1,1,0,0,0,0
30,94,18.23,18.53,31,CN,G-SQ-THREE,3,0.9999999999999616,3,N,22,2,1,0,0,0,0
31,94,18.83,19.13,32,N,B-ST-THREE,3,0.9999999999999377,3,N,22,3,1,0,0,0,0
32,94,19.43,19.73,33,SN,B-ST-FOUR,4,0.9999999999999476,4,N,22,4,1,0,0,0,0
33,94,20.03,20.33,34,N,G-TR-ONE,1,0.9999999999999276,1,N,22,5,1,0,0,0,0
34,94,20.63,20.93,35,N,G-TR-TWO,2,0.9999999999999347,2,N,22,6,1,0,0,0,0
35,94,21.23,21.53,36,N,Y-CR-THREE,3,0.9999999999999329,3,N,22,7,1,0,0,0,0
36,94,21.84,22.14,37,N,R-SQ-THREE,3,0.9999999999999235,3,N,22,8,1,0,0,0,0
37,94,22.44,22.74,38,N,Y-SQ-THREE,3,0.9999999999999349,3,N,22,9,1,0,0,0,0
38,94,23.04,23.34,39,N,Y-TR-ONE,1,0.9999999999999184,1,N,22,10,1,0,0,0,0
