,seed,r_tstart,r_tend,trial,match,stimulus,target,similarity,choice,rule,rule_seq_id,correct,n_categories,error,p_error,p_response,fail_shift
0,64,0.2,0.5,1,SN,Y-SQ-ONE,1,0.9999999999999111,1,S,22,1,0,0,0,0,0
1,64,0.89,1.19,2,SN,B-SQ-ONE,1,0.9999999999999234,1,S,22,2,0,0,0,0,0
2,64,1.49,1.79,3,SN,R-CR-TWO,2,0.9999999999999275,2,S,22,3,0,0,0,0,0
3,64,2.09,2.39,4,N,R-CR-THREE,2,0.9999999999999974,3,S,22,X,0,1,1,0,0
4,64,2.69,2.99,5,S,B-ST-ONE,4,0.9999999999999348,4,S,22,1,0,0,0,0,0
5,64,3.3,3.6,6,CS,Y-ST-ONE,4,0.9999999999999439,4,S,22,2,0,0,0,0,0
6,64,3.9,4.2,7,CS,B-CR-ONE,2,0.9999999999999477,2,S,22,3,0,0,0,0,0
7,64,4.5,4.8,8,SN,R-TR-THREE,3,0.9999999999999364,3,S,22,4,0,0,0,0,0
8,64,5.1,5.4,9,SN,Y-TR-THREE,3,0.9999999999999438,3,S,22,5,0,0,0,0,0
9,64,5.7,6.0,10,S,R-CR-ONE,2,0.9999999999999403,2,S,22,6,0,0,0,0,0
10,64,6.3,6.6,11,S,B-TR-FOUR,3,0.9999999999999447,3,S,22,7,0,0,0,0,0
11,64,6.9,7.2,12,CS,B-CR-FOUR,2,0.999999999999941,2,S,22,8,0,0,0,0,0
12,64,7.5,7.8,13,S,G-ST-THREE,4,0.9999999999999324,4,S,22,9,0,0,0,0,0
13,64,8.1,8.4,14,SN,G-ST-FOUR,4,0.999999999999944,4,S,22,10,0,0,0,0,0
14,64,8.71,9.01,15,S,G-SQ-TWO,2,0.9999999999999976,1,N,22,X,1,1,1,1,0
15,64,9.31,9.61,16,C,B-TR-THREE,3,0.9999999999999977,2,N,22,X,1,1,0,0,0
16,64,9.91,10.21,17,CN,Y-SQ-FOUR,4,0.9999999999999245,4,N,22,1,1,0,0,0,0
17,64,10.51,10.81,18,N,B-SQ-FOUR,4,0.9999999999999307,4,N,22,2,1,0,0,0,0
18,64,11.11,11.41,19,N,G-TR-FOUR,4,0.9999999999999394,4,N,22,3,1,0,0,0,0
19,64,11.71,12.01,20,N,G-ST-TWO,2,0.9999999999999207,2,N,22,4,1,0,0,0,0
20,64,12.31,12.61,21,N,B-SQ-THREE,3,0.9999999999999257,3,N,22,5,1,0,0,0,0
21,64,12.91,13.21,22,N,R-TR-TWO,2,0.9999999999999243,2,N,22,6,1,0,0,0,0
22,64,13.51,13.81,23,N,R-ST-TWO,2,0.999999999999916,2,N,22,7,1,0,0,0,0
23,64,14.11,14.41,24,CN,Y-TR-FOUR,4,0.9999999999999368,4,N,22,8,1,0,0,0,0
24,64,14.89,15.19,25,CSN,R-SQ-ONE,1,0.9999999999999243,1,N,22,9,1,0,0,0,0
25,64,15.5,15.8,26,N,Y-SQ-TWO,2,0.9999999999999287,2,N,22,10,1,0,0,0,0
26,64,16.1,16.4,27,CSN,Y-ST-FOUR,4,0.999999999999941,4,C,22,1,2,0,0,0,0
27,64,16.7,17.0,28,CN,B-TR-TWO,2,0.999999999999922,2,C,22,2,2,0,0,0,0
28,64,17.3,17.6,29,SN,Y-CR-TWO,4,0.9999999999999972,2,C,22,X,2,1,1,1,0
29,64,17.9,18.2,30,S,G-ST-ONE,3,0.9999999999999966,4,C,22,X,2,1,1,0,0
30,64,18.5,18.8,31,CN,G-SQ-THREE,3,0.9999999999999362,3,C,22,1,2,0,0,0,0
31,64,19.1,19.4,32,C,B-ST-THREE,2,0.9999999999999261,2,C,22,2,2,0,0,0,0
32,64,19.7,20.0,33,C,B-ST-FOUR,2,0.999999999999915,2,C,22,3,2,0,0,0,0
33,64,20.3,20.6,34,CS,G-TR-ONE,3,0.9999999999999444,3,C,22,4,2,0,0,0,0
34,64,20.9,21.2,35,CS,G-TR-TWO,3,0.99999999999994,3,C,22,5,2,0,0,0,0
