,seed,r_tstart,r_tend,trial,match,stimulus,target,similarity,choice,rule,rule_seq_id,correct,n_categories,error,p_error,p_response,fail_shift
0,25,0.2,0.5,1,SN,Y-SQ-ONE,4,0.9999999999998932,1,C,4,X,0,1,0,0,0
1,25,0.8,1.1,2,C,B-SQ-ONE,2,0.9999999999999944,2,C,4,1,0,0,0,0,0
2,25,1.4,1.7,3,C,R-CR-TWO,1,0.9999999999999727,1,C,4,2,0,0,0,0,0
3,25,2.0,2.3,4,C,R-CR-THREE,1,0.9999999999999645,1,C,4,3,0,0,0,0,0
4,25,2.6,2.9,5,C,B-ST-ONE,2,0.9999999999999867,2,C,4,4,0,0,0,0,0
5,25,3.21,3.51,6,CS,Y-ST-ONE,4,0.9999999999999803,4,C,4,5,0,0,0,0,0
6,25,3.81,4.11,7,CS,B-CR-ONE,2,0.9999999999999822,2,C,4,6,0,0,0,0,0
7,25,4.41,4.71,8,C,R-TR-THREE,1,0.9999999999999758,1,C,4,7,0,0,0,0,0
8,25,5.01,5.31,9,C,Y-TR-THREE,4,0.9999999999999626,4,C,4,8,0,0,0,0,0
9,25,5.61,5.91,10,CN,R-CR-ONE,1,0.9999999999999786,1,C,4,9,0,0,0,0,0
10,25,6.21,6.51,11,C,B-TR-FOUR,2,0.9999999999999829,2,C,4,10,0,0,0,0,0
11,25,6.81,7.11,12,CS,B-CR-FOUR,2,0.9999999999999846,2,S,4,1,1,0,0,0,0
12,25,7.41,7.71,13,CN,G-ST-THREE,4,0.9999999999999966,3,S,4,X,1,1,1,1,0
13,25,8.01,8.31,14,SN,G-ST-FOUR,4,0.9999999999999482,4,S,4,1,1,0,0,0,0
14,25,8.61,8.91,15,N,G-SQ-TWO,1,0.9999999999999971,2,S,4,X,1,1,1,0,0
15,25,9.22,9.52,16,SN,B-TR-THREE,3,0.9999999999999819,3,S,4,1,1,0,0,0,0
16,25,9.82,10.12,17,S,Y-SQ-FOUR,1,0.9999999999999707,1,S,4,2,1,0,0,0,0
