,seed,r_tstart,r_tend,trial,match,stimulus,target,similarity,choice,rule,rule_seq_id,correct,n_categories,error,p_error,p_response,fail_shift
0,55,0.2,0.5,1,SN,Y-SQ-ONE,1,0.9999999999999108,1,N,14,1,0,0,0,0,0
1,55,0.8,1.1,2,C,B-SQ-ONE,1,0.9999999999999971,2,N,14,X,0,1,0,0,0
2,55,1.4,1.7,3,SN,R-CR-TWO,2,0.9999999999999829,2,N,14,1,0,0,0,0,0
3,55,2.0,2.3,4,N,R-CR-THREE,3,0.9999999999999731,3,N,14,2,0,0,0,0,0
4,55,2.6,2.9,5,N,B-ST-ONE,1,0.9999999999999667,1,N,14,3,0,0,0,0,0
5,55,3.21,3.51,6,N,Y-ST-ONE,1,0.999999999999977,1,N,14,4,0,0,0,0,0
6,55,3.81,4.11,7,N,B-CR-ONE,1,0.9999999999999587,1,N,14,5,0,0,0,0,0
7,55,4.41,4.71,8,SN,R-TR-THREE,3,0.9999999999999746,3,N,14,6,0,0,0,0,0
8,55,5.01,5.31,9,SN,Y-TR-THREE,3,0.9999999999999731,3,N,14,7,0,0,0,0,0
9,55,5.61,5.91,10,CN,R-CR-ONE,1,0.9999999999999672,1,N,14,8,0,0,0,0,0
10,55,6.21,6.51,11,N,B-TR-FOUR,4,0.9999999999999821,4,N,14,9,0,0,0,0,0
11,55,6.81,7.11,12,N,B-CR-FOUR,4,0.9999999999999869,4,N,14,10,0,0,0,0,0
12,55,7.41,7.71,13,CN,G-ST-THREE,4,0.9999999999999981,3,S,14,X,1,1,1,1,0
13,55,8.01,8.31,14,SN,G-ST-FOUR,4,0.9999999999999846,4,S,14,1,1,0,0,0,0
14,55,8.61,8.91,15,S,G-SQ-TWO,1,0.9999999999999747,1,S,14,2,1,0,0,0,0
15,55,9.22,9.52,16,SN,B-TR-THREE,3,0.9999999999999671,3,S,14,3,1,0,0,0,0
16,55,9.82,10.12,17,S,Y-SQ-FOUR,1,0.9999999999999697,1,S,14,4,1,0,0,0,0
17,55,10.42,10.72,18,S,B-SQ-FOUR,1,0.999999999999983,1,S,14,5,1,0,0,0,0
18,55,11.02,11.32,19,CS,G-TR-FOUR,3,0.9999999999999698,3,S,14,6,1,0,0,0,0
19,55,11.62,11.92,20,S,G-ST-TWO,4,0.999999999999983,4,S,14,7,1,0,0,0,0
20,55,12.22,12.52,21,S,B-SQ-THREE,1,0.9999999999999661,1,S,14,8,1,0,0,0,0
21,55,12.82,13.12,22,S,R-TR-TWO,3,0.9999999999999689,3,S,14,9,1,0,0,0,0
22,55,13.42,13.72,23,S,R-ST-TWO,4,0.9999999999999792,4,S,14,10,1,0,0,0,0
23,55,14.02,14.32,24,S,Y-TR-FOUR,4,0.9999999999999971,3,C,14,X,2,1,1,1,0
24,55,14.62,14.92,25,CSN,R-SQ-ONE,1,0.9999999999999861,1,C,14,1,2,0,0,0,0
25,55,15.22,15.52,26,C,Y-SQ-TWO,4,0.9999999999999595,4,C,14,2,2,0,0,0,0
26,55,15.83,16.13,27,CSN,Y-ST-FOUR,4,0.9999999999999569,4,C,14,3,2,0,0,0,0
27,55,16.43,16.73,28,CN,B-TR-TWO,2,0.9999999999999724,2,C,14,4,2,0,0,0,0
28,55,17.03,17.33,29,C,Y-CR-TWO,4,0.999999999999963,4,C,14,5,2,0,0,0,0
