,seed,r_tstart,r_tend,trial,match,stimulus,target,similarity,choice,rule,rule_seq_id,correct,n_categories,error,p_error,p_response,fail_shift
0,79,0.2,0.5,1,C,Y-SQ-ONE,4,0.9999999999999697,4,C,2,1,0,0,0,0,0
1,79,0.8,1.1,2,SN,B-SQ-ONE,2,0.9999999999999976,1,C,2,X,0,1,0,0,0
2,79,1.4,1.7,3,SN,R-CR-TWO,1,0.999999999999998,2,C,2,X,0,1,1,0,0
3,79,2.0,2.3,4,C,R-CR-THREE,1,0.9999999999999971,1,C,2,1,0,0,0,0,0
4,79,2.6,2.9,5,C,B-ST-ONE,2,0.999999999999997,2,C,2,2,0,0,0,0,0
5,79,3.21,3.51,6,CS,Y-ST-ONE,4,0.9999999999999973,4,C,2,3,0,0,0,0,0
6,79,3.81,4.11,7,N,B-CR-ONE,2,0.9999999999999979,1,C,2,X,0,1,0,0,0
7,79,4.41,4.71,8,SN,R-TR-THREE,1,0.9999999999999976,3,C,2,X,0,1,1,0,0
8,79,5.01,5.31,9,C,Y-TR-THREE,4,0.9999999999999964,4,C,2,1,0,0,0,0,0
9,79,5.61,5.91,10,CN,R-CR-ONE,1,0.9999999999999972,1,C,2,2,0,0,0,0,0
10,79,6.21,6.51,11,N,B-TR-FOUR,2,0.9999999999999971,4,C,2,X,0,1,1,0,0
11,79,6.81,7.11,12,CS,B-CR-FOUR,2,0.999999999999997,2,C,2,1,0,0,0,0,0
12,79,7.42,7.72,13,CN,G-ST-THREE,3,0.9999999999999978,3,C,2,2,0,0,0,0,0
13,79,8.02,8.32,14,C,G-ST-FOUR,3,0.9999999999999974,3,C,2,3,0,0,0,0,0
14,79,8.62,8.92,15,N,G-SQ-TWO,3,0.9999999999999973,2,C,2,X,0,1,0,0,0
15,79,9.22,9.52,16,SN,B-TR-THREE,2,0.9999999999999969,3,C,2,X,0,1,1,0,0
16,79,9.82,10.12,17,CN,Y-SQ-FOUR,4,0.9999999999999973,4,C,2,1,0,0,0,0,0
17,79,10.42,10.72,18,C,B-SQ-FOUR,2,0.9999999999999971,2,C,2,2,0,0,0,0,0
18,79,11.02,11.32,19,CS,G-TR-FOUR,3,0.9999999999999976,3,C,2,3,0,0,0,0,0
19,79,11.62,11.92,20,C,G-ST-TWO,3,0.999999999999997,3,C,2,4,0,0,0,0,0
20,79,12.22,12.52,21,N,B-SQ-THREE,2,0.999999999999998,3,C,2,X,0,1,0,0,0
21,79,12.82,13.12,22,S,R-TR-TWO,1,0.9999999999999972,3,C,2,X,0,1,0,0,0
