,seed,r_tstart,r_tend,trial,match,stimulus,target,similarity,choice,rule,rule_seq_id,correct,n_categories,error,p_error,p_response,fail_shift
0,42,0.2,0.5,1,SN,Y-SQ-ONE,1,0.9999999999998864,1,N,8,1,0,0,0,0,0
1,42,0.8,1.1,2,SN,B-SQ-ONE,1,0.9999999999999171,1,N,8,2,0,0,0,0,0
2,42,1.48,1.78,3,,R-CR-TWO,2,0.9999999999999003,3,N,8,X,0,1,0,0,0
3,42,2.08,2.38,4,C,R-CR-THREE,3,0.9999999999999977,1,N,8,X,0,1,0,0,0
4,42,2.68,2.98,5,N,B-ST-ONE,1,0.9999999999999264,1,N,8,1,0,0,0,0,0
5,42,3.3,3.6,6,N,Y-ST-ONE,1,0.9999999999999121,1,N,8,2,0,0,0,0,0
6,42,3.9,4.2,7,N,B-CR-ONE,1,0.9999999999999272,1,N,8,3,0,0,0,0,0
7,42,4.51,4.81,8,SN,R-TR-THREE,3,0.9999999999999243,3,N,8,4,0,0,0,0,0
8,42,5.15,5.45,9,SN,Y-TR-THREE,3,0.9999999999999207,3,N,8,5,0,0,0,0,0
9,42,5.75,6.05,10,CN,R-CR-ONE,1,0.9999999999998955,1,N,8,6,0,0,0,0,0
10,42,6.35,6.65,11,N,B-TR-FOUR,4,0.9999999999999089,4,N,8,7,0,0,0,0,0
11,42,6.98,7.28,12,N,B-CR-FOUR,4,0.9999999999999204,4,N,8,8,0,0,0,0,0
12,42,7.61,7.91,13,CN,G-ST-THREE,3,0.9999999999999135,3,N,8,9,0,0,0,0,0
13,42,8.22,8.52,14,SN,G-ST-FOUR,4,0.9999999999999144,4,N,8,10,0,0,0,0,0
14,42,8.83,9.13,15,N,G-SQ-TWO,3,0.9999999999999705,2,C,8,X,1,1,1,1,0
15,42,9.43,9.73,16,SN,B-TR-THREE,2,0.9999999999999778,3,C,8,X,1,1,1,1,0
16,42,10.04,10.34,17,CN,Y-SQ-FOUR,4,0.9999999999999301,4,C,8,1,1,0,0,0,0
17,42,10.93,11.23,18,C,B-SQ-FOUR,2,0.9999999999999021,2,C,8,2,1,0,0,0,0
18,42,11.53,11.83,19,CS,G-TR-FOUR,3,0.9999999999999235,3,C,8,3,1,0,0,0,0
19,42,12.13,12.43,20,C,G-ST-TWO,3,0.9999999999999181,3,C,8,4,1,0,0,0,0
20,42,14.67,14.97,21,N,B-SQ-THREE,2,0.9999999999999067,3,C,8,X,1,1,0,1,0
21,42,15.29,15.59,22,N,R-TR-TWO,1,0.999999999999974,2,C,8,X,1,1,1,1,0
22,42,15.95,16.25,23,S,R-ST-TWO,1,0.999999999999934,4,C,8,X,1,1,0,0,0
23,42,16.55,16.85,24,CN,Y-TR-FOUR,4,0.9999999999999248,4,C,8,1,1,0,0,0,0
24,42,17.37,17.67,25,CSN,R-SQ-ONE,1,0.9999999999998995,1,C,8,2,1,0,0,0,0
25,42,18.04,18.34,26,C,Y-SQ-TWO,4,0.9999999999999194,4,C,8,3,1,0,0,0,0
26,42,18.8,19.1,27,CSN,Y-ST-FOUR,4,0.9999999999998819,4,C,8,4,1,0,0,0,0
27,42,20.06,20.36,28,CN,B-TR-TWO,2,0.9999999999998951,2,C,8,5,1,0,0,0,0
28,42,20.73,21.03,29,C,Y-CR-TWO,4,0.9999999999999077,4,C,8,6,1,0,0,0,0
29,42,21.36,21.66,30,C,G-ST-ONE,3,0.9999999999999312,3,C,8,7,1,0,0,0,0
30,42,21.96,22.26,31,CN,G-SQ-THREE,3,0.9999999999999306,3,C,8,8,1,0,0,0,0
31,42,23.03,23.33,32,N,B-ST-THREE,2,0.9999999999999118,3,C,8,X,1,1,1,1,1
32,42,23.68,23.98,33,SN,B-ST-FOUR,2,0.9999999999999747,4,C,8,X,1,1,1,1,0
33,42,24.28,24.58,34,CS,G-TR-ONE,3,0.9999999999999264,3,C,8,1,1,0,0,0,0
34,42,24.88,25.18,35,CS,G-TR-TWO,3,0.999999999999919,3,C,8,2,1,0,0,0,0
35,42,25.59,25.89,36,S,Y-CR-THREE,4,0.999999999999972,2,C,8,X,1,1,1,0,0
36,42,26.2,26.5,37,CS,R-SQ-THREE,1,0.9999999999999154,1,C,8,1,1,0,0,0,0
37,42,26.95,27.25,38,N,Y-SQ-THREE,4,0.9999999999999603,3,C,8,X,1,1,0,1,0
38,42,27.55,27.85,39,C,Y-TR-ONE,4,0.9999999999999154,4,C,8,1,1,0,0,0,0
39,42,28.19,28.49,40,C,Y-CR-ONE,4,0.9999999999999085,4,C,8,2,1,0,0,0,0
