,seed,r_tstart,r_tend,trial,match,stimulus,target,similarity,choice,rule,rule_seq_id,correct,n_categories,error,p_error,p_response,fail_shift
0,75,0.2,0.5,1,SN,Y-SQ-ONE,1,0.9999999999999926,1,S,21,1,0,0,0,0,0
1,75,0.8,1.1,2,C,B-SQ-ONE,1,0.9999999999999466,2,S,21,X,0,1,0,0,0
2,75,1.41,1.71,3,SN,R-CR-TWO,2,0.9999999999999607,2,S,21,1,0,0,0,0,0
3,75,2.74,3.04,4,C,R-CR-THREE,2,0.9999999999999197,1,S,21,X,0,1,0,0,0
4,75,4.55,4.85,5,N,B-ST-ONE,4,0.9999999999999987,1,S,21,X,0,1,0,0,0
5,75,5.61,5.91,6,N,Y-ST-ONE,4,0.9999999999999752,1,S,21,X,0,1,1,0,0
6,75,6.21,6.51,7,N,B-CR-ONE,2,0.9999999999999336,1,S,21,X,0,1,1,0,0
7,75,6.93,7.23,8,,R-TR-THREE,3,0.999999999999909,2,S,21,X,0,1,0,0,0
8,75,7.53,7.83,9,,Y-TR-THREE,3,0.9999999992108338,2,S,21,X,0,1,0,0,0
9,75,11.05,11.35,10,S,R-CR-ONE,2,0.9999999999999835,2,S,21,1,0,0,0,0,0
10,75,11.99,12.29,11,C,B-TR-FOUR,3,0.9999999999999928,2,S,21,X,0,1,0,0,0
11,75,12.59,12.89,12,CS,B-CR-FOUR,2,0.9999999999999443,2,S,21,1,0,0,0,0,0
12,75,13.19,13.49,13,,G-ST-THREE,4,0.9999999999999742,1,S,21,X,0,1,0,0,0
13,75,16.14,16.44,14,,G-ST-FOUR,4,0.9999999999999309,2,S,21,X,0,1,0,0,0
14,75,16.74,17.04,15,N,G-SQ-TWO,1,0.9999999980680895,2,S,21,X,0,1,0,0,0
15,75,18.08,18.38,16,,B-TR-THREE,3,0.999999999999906,1,S,21,X,0,1,0,0,0
16,75,18.68,18.98,17,S,Y-SQ-FOUR,1,0.9999999999991073,1,S,21,1,0,0,0,0,0
17,75,19.28,19.58,18,S,B-SQ-FOUR,1,0.9999999999998346,1,S,21,2,0,0,0,0,0
18,75,19.88,20.18,19,,G-TR-FOUR,3,0.9999999999998738,2,S,21,X,0,1,0,0,0
19,75,20.69,20.99,20,,G-ST-TWO,4,0.9999999999999845,1,S,21,X,0,1,0,0,0
20,75,21.78,22.08,21,C,B-SQ-THREE,1,0.9999999999999959,2,S,21,X,0,1,0,0,0
21,75,22.61,22.91,22,C,R-TR-TWO,3,0.9999999999999631,1,S,21,X,0,1,1,0,0
22,75,25.26,25.56,23,N,R-ST-TWO,4,0.9999999999999418,2,S,21,X,0,1,0,0,0
23,75,27.66,27.96,24,,Y-TR-FOUR,3,0.999999999999916,1,S,21,X,0,1,0,0,0
24,75,28.26,28.56,25,,R-SQ-ONE,1,0.9999999999999533,2,S,21,X,0,1,0,0,0
25,75,29.83,30.13,26,S,Y-SQ-TWO,1,0.9999999999999096,1,S,21,1,0,0,0,0,0
26,75,30.65,30.95,27,,Y-ST-FOUR,4,0.999999999999902,2,S,21,X,0,1,0,0,0
27,75,32.69,32.99,28,,B-TR-TWO,3,0.9999999982120901,1,S,21,X,0,1,0,0,0
28,75,36.03,36.33,29,SN,Y-CR-TWO,2,0.999999999999893,2,S,21,1,0,0,0,0,0
29,75,36.63,36.93,30,,G-ST-ONE,4,0.9999999999999063,2,S,21,X,0,1,0,0,0
30,75,39.28,39.58,31,,G-SQ-THREE,1,0.999999999999887,2,S,21,X,0,1,0,0,0
31,75,40.17,40.47,32,,B-ST-THREE,4,0.9999999999998964,1,S,21,X,0,1,0,0,0
32,75,41.07,41.37,33,C,B-ST-FOUR,4,0.9999999999999061,2,S,21,X,0,1,0,0,0
33,75,42.66,42.96,34,,G-TR-ONE,3,0.999999999999926,2,S,21,X,0,1,0,0,0
34,75,43.54,43.84,35,,G-TR-TWO,3,0.999999999999906,1,S,21,X,0,1,0,0,0
35,75,45.16,45.46,36,,Y-CR-THREE,2,0.9999999999999902,1,S,21,X,0,1,0,0,0
36,75,45.84,46.14,37,CS,R-SQ-THREE,1,0.9999999999999616,1,S,21,1,0,0,0,0,0
37,75,47.09,47.39,38,S,Y-SQ-THREE,1,0.9999999999999133,1,S,21,2,0,0,0,0,0
38,75,47.69,47.99,39,,Y-TR-ONE,3,0.9999999999998734,2,S,21,X,0,1,0,0,0
39,75,48.61,48.91,40,N,Y-CR-ONE,2,0.9999999999998821,1,S,21,X,0,1,0,0,0
40,75,49.37,49.67,41,,R-ST-ONE,4,0.9999999999999061,2,S,21,X,0,1,0,0,0
41,75,50.53,50.83,42,C,R-TR-FOUR,3,0.9999999999999684,1,S,21,X,0,1,0,0,0
42,75,51.6,51.9,43,,G-TR-THREE,3,0.9999999999999127,1,S,21,X,0,1,0,0,0
43,75,52.35,52.65,44,C,B-TR-ONE,3,0.9999999999999064,2,S,21,X,0,1,0,0,0
44,75,53.04,53.34,45,,G-CR-FOUR,2,0.9999999999998913,1,S,21,X,0,1,0,0,0
45,75,53.71,54.01,46,CS,B-CR-THREE,2,0.9999999999999414,2,S,21,1,0,0,0,0,0
46,75,55.04,55.34,47,,R-SQ-FOUR,1,0.9999999999999953,2,S,21,X,0,1,0,0,0
47,75,55.64,55.94,48,C,R-ST-FOUR,4,0.9999999999999739,1,S,21,X,0,1,0,0,0
48,75,56.26,56.56,49,,B-ST-TWO,4,0.9999999999999444,1,S,21,X,0,1,0,0,0
49,75,58.37,58.67,50,N,G-CR-ONE,2,0.9999999999999847,1,S,21,X,0,1,0,0,0
50,75,58.97,59.27,51,,R-TR-ONE,3,0.9999999999998687,2,S,21,X,0,1,0,0,0
51,75,59.87,60.17,52,S,G-CR-THREE,2,0.9999999999999087,2,S,21,1,0,0,0,0,0
52,75,61.5,61.8,53,S,R-CR-FOUR,2,0.9999999999999839,2,S,21,2,0,0,0,0,0
53,75,63.97,64.27,54,S,Y-CR-FOUR,2,0.9999999999999577,2,S,21,3,0,0,0,0,0
54,75,65.19,65.49,55,SN,G-SQ-ONE,1,0.9999999999999398,1,S,21,4,0,0,0,0,0
55,75,65.82,66.12,56,CS,R-SQ-TWO,1,0.9999999999999766,1,S,21,5,0,0,0,0,0
56,75,67.12,67.42,57,N,Y-TR-TWO,3,0.9999999999999492,2,S,21,X,0,1,0,0,1
57,75,68.27,68.57,58,N,Y-ST-TWO,4,0.9999999999999172,2,S,21,X,0,1,1,0,0
58,75,69.79,70.09,59,,B-CR-TWO,2,0.9999999999999631,1,S,21,X,0,1,0,0,0
59,75,70.66,70.96,60,SN,G-CR-TWO,2,0.9999999999999417,2,S,21,1,0,0,0,0,0
60,75,71.27,71.57,61,CN,B-SQ-TWO,1,0.9999999999999292,2,S,21,X,0,1,1,0,0
61,75,74.31,74.61,62,,Y-ST-THREE,4,0.9999999999999133,1,S,21,X,0,1,0,0,0
62,75,74.91,75.21,63,,R-ST-THREE,4,0.999999999999753,2,S,21,X,0,1,0,0,0
63,75,76.84,77.14,64,S,G-SQ-FOUR,1,0.9999999999999134,1,S,21,1,0,0,0,0,0
64,75,77.44,77.74,65,SN,Y-SQ-ONE,1,0.9999999999984581,1,S,21,2,0,0,0,0,0
65,75,78.04,78.34,66,C,B-SQ-ONE,1,0.9999999999998826,2,S,21,X,0,1,0,0,0
66,75,78.64,78.94,67,C,R-CR-TWO,2,0.9999999999999266,1,S,21,X,0,1,1,0,0
67,75,79.24,79.54,68,C,R-CR-THREE,2,0.9999999999998881,1,S,21,X,0,1,1,0,0
68,75,79.84,80.14,69,N,B-ST-ONE,4,0.9999999999999023,1,S,21,X,0,1,0,0,0
69,75,80.45,80.75,70,,Y-ST-ONE,4,0.9999999999998672,2,S,21,X,0,1,0,0,0
70,75,81.48,81.78,71,CS,B-CR-ONE,2,0.9999999999999095,2,S,21,1,0,0,0,0,0
71,75,84.38,84.68,72,,R-TR-THREE,3,0.9999999999998987,2,S,21,X,0,1,0,0,0
72,75,86.16,86.46,73,,Y-TR-THREE,3,0.999999999999911,1,S,21,X,0,1,0,0,0
73,75,86.83,87.13,74,CN,R-CR-ONE,2,0.9999999999999658,1,S,21,X,0,1,0,0,0
74,75,88.11,88.41,75,,B-TR-FOUR,3,0.9999999999999349,1,S,21,X,0,1,0,0,0
75,75,89.83,90.13,76,CS,B-CR-FOUR,2,0.9999999999998925,2,S,21,1,0,0,0,0,0
76,75,90.43,90.73,77,,G-ST-THREE,4,0.9999999999998885,2,S,21,X,0,1,0,0,0
77,75,91.51,91.81,78,,G-ST-FOUR,4,0.9999999999999584,1,S,21,X,0,1,0,0,0
78,75,92.3,92.6,79,N,G-SQ-TWO,1,0.9999999999999265,2,S,21,X,0,1,0,0,0
79,75,92.9,93.2,80,C,B-TR-THREE,3,0.9999999999994752,2,S,21,X,0,1,0,0,0
80,75,95.77,96.07,81,,Y-SQ-FOUR,1,0.9999999999999752,2,S,21,X,0,1,0,0,0
81,75,96.74,97.04,82,S,B-SQ-FOUR,1,0.9999999999999364,1,S,21,1,0,0,0,0,0
82,75,97.34,97.64,83,,G-TR-FOUR,3,0.9999999999997089,1,S,21,X,0,1,0,0,0
83,75,97.95,98.25,84,,G-ST-TWO,4,0.9999999999998994,1,S,21,X,0,1,0,0,0
84,75,98.62,98.92,85,C,B-SQ-THREE,1,0.9999999999999061,2,S,21,X,0,1,0,0,0
85,75,99.34,99.64,86,C,R-TR-TWO,3,0.9999999999998821,1,S,21,X,0,1,1,0,0
