,seed,r_tstart,r_tend,trial,match,stimulus,target,similarity,choice,rule,rule_seq_id,correct,n_categories,error,p_error,p_response,fail_shift
0,20,0.2,0.5,1,SN,Y-SQ-ONE,1,0.9999999999999984,1,N,8,1,0,0,0,0,0
1,20,0.8,1.1,2,SN,B-SQ-ONE,1,0.999999999999985,1,N,8,2,0,0,0,0,0
2,20,1.4,1.7,3,SN,R-CR-TWO,2,0.9999999999999523,2,N,8,3,0,0,0,0,0
3,20,2.0,2.3,4,N,R-CR-THREE,3,0.9999999999999657,3,N,8,4,0,0,0,0,0
4,20,2.6,2.9,5,N,B-ST-ONE,1,0.9999999999999857,1,N,8,5,0,0,0,0,0
5,20,3.21,3.51,6,N,Y-ST-ONE,1,0.9999999999999744,1,N,8,6,0,0,0,0,0
6,20,3.81,4.11,7,N,B-CR-ONE,1,0.9999999999999694,1,N,8,7,0,0,0,0,0
7,20,4.41,4.71,8,SN,R-TR-THREE,3,0.9999999999999658,3,N,8,8,0,0,0,0,0
8,20,5.01,5.31,9,SN,Y-TR-THREE,3,0.999999999999968,3,N,8,9,0,0,0,0,0
9,20,5.61,5.91,10,CN,R-CR-ONE,1,0.9999999999999765,1,N,8,10,0,0,0,0,0
10,20,6.21,6.51,11,N,B-TR-FOUR,2,0.9999999999999971,4,C,8,X,1,1,1,1,0
11,20,6.81,7.11,12,CS,B-CR-FOUR,2,0.9999999999999514,2,C,8,1,1,0,0,0,0
12,20,7.41,7.71,13,S,G-ST-THREE,3,0.9999999999999972,4,C,8,X,1,1,1,0,0
13,20,8.01,8.31,14,C,G-ST-FOUR,3,0.9999999999999725,3,C,8,1,1,0,0,0,0
14,20,8.61,8.91,15,C,G-SQ-TWO,3,0.9999999999999732,3,C,8,2,1,0,0,0,0
15,20,9.22,9.52,16,C,B-TR-THREE,2,0.9999999999999721,2,C,8,3,1,0,0,0,0
16,20,9.82,10.12,17,CN,Y-SQ-FOUR,4,0.9999999999999776,4,C,8,4,1,0,0,0,0
17,20,10.42,10.72,18,C,B-SQ-FOUR,2,0.9999999999999737,2,C,8,5,1,0,0,0,0
18,20,11.02,11.32,19,CS,G-TR-FOUR,3,0.9999999999999739,3,C,8,6,1,0,0,0,0
19,20,11.62,11.92,20,C,G-ST-TWO,3,0.9999999999999712,3,C,8,7,1,0,0,0,0
20,20,12.22,12.52,21,C,B-SQ-THREE,2,0.9999999999999667,2,C,8,8,1,0,0,0,0
21,20,12.82,13.12,22,C,R-TR-TWO,1,0.999999999999979,1,C,8,9,1,0,0,0,0
22,20,13.42,13.72,23,C,R-ST-TWO,1,0.9999999999999849,1,C,8,10,1,0,0,0,0
23,20,14.02,14.32,24,CN,Y-TR-FOUR,3,0.9999999999999968,4,S,8,X,2,1,1,1,0
24,20,14.62,14.92,25,CSN,R-SQ-ONE,1,0.9999999999999633,1,S,8,1,2,0,0,0,0
25,20,15.22,15.52,26,N,Y-SQ-TWO,1,0.9999999999999971,2,S,8,X,2,1,1,0,0
26,20,15.83,16.13,27,CSN,Y-ST-FOUR,4,0.9999999999999507,4,S,8,1,2,0,0,0,0
27,20,16.43,16.73,28,S,B-TR-TWO,3,0.9999999999999691,3,S,8,2,2,0,0,0,0
28,20,17.03,17.33,29,SN,Y-CR-TWO,2,0.999999999999976,2,S,8,3,2,0,0,0,0
29,20,17.63,17.93,30,S,G-ST-ONE,4,0.9999999999999546,4,S,8,4,2,0,0,0,0
30,20,18.23,18.53,31,S,G-SQ-THREE,1,0.9999999999999905,1,S,8,5,2,0,0,0,0
31,20,18.83,19.13,32,S,B-ST-THREE,4,0.9999999999999737,4,S,8,6,2,0,0,0,0
32,20,19.43,19.73,33,SN,B-ST-FOUR,4,0.9999999999999586,4,S,8,7,2,0,0,0,0
33,20,20.03,20.33,34,CS,G-TR-ONE,3,0.9999999999999679,3,S,8,8,2,0,0,0,0
34,20,20.63,20.93,35,CS,G-TR-TWO,3,0.9999999999999644,3,S,8,9,2,0,0,0,0
35,20,21.23,21.53,36,S,Y-CR-THREE,2,0.9999999999999781,2,S,8,10,2,0,0,0,0
36,20,21.84,22.14,37,CS,R-SQ-THREE,1,0.9999999999999765,1,C,8,1,3,0,0,0,0
37,20,22.44,22.74,38,S,Y-SQ-THREE,4,0.9999999999999971,1,C,8,X,3,1,1,1,0
38,20,23.04,23.34,39,C,Y-TR-ONE,4,0.9999999999999734,4,C,8,1,3,0,0,0,0
39,20,23.64,23.94,40,C,Y-CR-ONE,4,0.9999999999999741,4,C,8,2,3,0,0,0,0
40,20,24.24,24.54,41,CN,R-ST-ONE,1,0.9999999999999852,1,C,8,3,3,0,0,0,0
41,20,24.84,25.14,42,C,R-TR-FOUR,1,0.999999999999986,1,C,8,4,3,0,0,0,0
42,20,25.44,25.74,43,CSN,G-TR-THREE,3,0.9999999999999758,3,C,8,5,3,0,0,0,0
43,20,26.04,26.34,44,C,B-TR-ONE,2,0.999999999999978,2,C,8,6,3,0,0,0,0
44,20,26.64,26.94,45,C,G-CR-FOUR,3,0.9999999999999816,3,C,8,7,3,0,0,0,0
45,20,27.25,27.55,46,CS,B-CR-THREE,2,0.9999999999999667,2,C,8,8,3,0,0,0,0
46,20,27.85,28.15,47,CS,R-SQ-FOUR,1,0.9999999999999655,1,C,8,9,3,0,0,0,0
47,20,28.45,28.75,48,C,R-ST-FOUR,1,0.9999999999999809,1,C,8,10,3,0,0,0,0
48,20,29.05,29.35,49,CN,B-ST-TWO,2,0.9999999999999695,2,N,8,1,4,0,0,0,0
49,20,29.65,29.95,50,C,G-CR-ONE,1,0.999999999999997,3,N,8,X,4,1,1,1,0
50,20,30.25,30.55,51,CN,R-TR-ONE,1,0.999999999999967,1,N,8,1,4,0,0,0,0
51,20,30.85,31.15,52,CN,G-CR-THREE,3,0.9999999999999688,3,N,8,2,4,0,0,0,0
52,20,31.45,31.75,53,N,R-CR-FOUR,4,0.9999999999999651,4,N,8,3,4,0,0,0,0
53,20,32.05,32.35,54,CN,Y-CR-FOUR,4,0.9999999999999732,4,N,8,4,4,0,0,0,0
54,20,32.65,32.95,55,SN,G-SQ-ONE,1,0.9999999999999761,1,N,8,5,4,0,0,0,0
55,20,33.26,33.56,56,N,R-SQ-TWO,2,0.9999999999999543,2,N,8,6,4,0,0,0,0
56,20,33.86,34.16,57,N,Y-TR-TWO,2,0.9999999999999314,2,N,8,7,4,0,0,0,0
57,20,34.46,34.76,58,N,Y-ST-TWO,2,0.999999999999952,2,N,8,8,4,0,0,0,0
58,20,35.06,35.36,59,CSN,B-CR-TWO,2,0.9999999999999564,2,N,8,9,4,0,0,0,0
59,20,35.66,35.96,60,SN,G-CR-TWO,2,0.9999999999999519,2,N,8,10,4,0,0,0,0
60,20,36.26,36.56,61,CN,B-SQ-TWO,1,0.9999999999999968,2,S,8,X,5,1,1,1,0
61,20,36.86,37.16,62,CS,Y-ST-THREE,4,0.9999999999999618,4,S,8,1,5,0,0,0,0
62,20,37.46,37.76,63,S,R-ST-THREE,4,0.9999999999999657,4,S,8,2,5,0,0,0,0
63,20,38.06,38.36,64,S,G-SQ-FOUR,1,0.9999999999999718,1,S,8,3,5,0,0,0,0
64,20,38.66,38.96,65,SN,Y-SQ-ONE,1,0.9999999999999675,1,S,8,4,5,0,0,0,0
65,20,39.26,39.56,66,SN,B-SQ-ONE,1,0.9999999999999791,1,S,8,5,5,0,0,0,0
66,20,39.87,40.17,67,SN,R-CR-TWO,2,0.9999999999999833,2,S,8,6,5,0,0,0,0
67,20,40.47,40.77,68,S,R-CR-THREE,2,0.9999999999999764,2,S,8,7,5,0,0,0,0
68,20,41.07,41.37,69,S,B-ST-ONE,4,0.9999999999999714,4,S,8,8,5,0,0,0,0
69,20,41.67,41.97,70,CS,Y-ST-ONE,4,0.9999999999999744,4,S,8,9,5,0,0,0,0
70,20,42.27,42.57,71,CS,B-CR-ONE,2,0.9999999999999724,2,S,8,10,5,0,0,0,0
71,20,42.87,43.17,72,SN,R-TR-THREE,3,0.999999999999977,3,N,8,1,6,0,0,0,0
72,20,43.47,43.77,73,SN,Y-TR-THREE,3,0.9999999999999784,3,N,8,2,6,0,0,0,0
73,20,44.07,44.37,74,S,R-CR-ONE,1,0.9999999999999977,2,N,8,X,6,1,1,1,0
74,20,44.67,44.97,75,C,B-TR-FOUR,4,0.9999999999999977,2,N,8,X,6,1,0,0,0
75,20,45.28,45.58,76,N,B-CR-FOUR,4,0.9999999999999774,4,N,8,1,6,0,0,0,0
76,20,45.88,46.18,77,CN,G-ST-THREE,3,0.999999999999961,3,N,8,2,6,0,0,0,0
77,20,46.48,46.78,78,SN,G-ST-FOUR,4,0.9999999999999836,4,N,8,3,6,0,0,0,0
